trip_id,start_date,delay,day_of_week,time_stamp,stop_sequence,stop_id
608814313,"May 27, 2023",153,Saturday,19:00:18,235,19530
608814323,"May 27, 2023",-167,Saturday,19:00:06,162,28370
608814333,"May 27, 2023",74,Saturday,19:00:13,52,18440
608814343,"May 27, 2023",5,Saturday,19:00:14,1,619
608814403,"May 27, 2023",133,Saturday,19:00:19,275,26520
608814413,"May 27, 2023",-87,Saturday,19:00:09,94,40040
608623443,"May 27, 2023",66,Saturday,19:00:17,251,32364
608624293,"May 27, 2023",67,Saturday,19:00:19,336,1561
608624313,"May 27, 2023",-307,Saturday,18:56:03,407,26715
608624373,"May 27, 2023",-180,Saturday,19:00:20,157,22820
608624493,"May 27, 2023",308,Saturday,19:00:09,59,431
608624623,"May 27, 2023",135,Saturday,19:00:02,1,10328
608624753,"May 27, 2023",234,Saturday,19:00:17,17,22560
581418763,"May 27, 2023",-38,Saturday,19:00:13,162,13870
581418773,"May 27, 2023",122,Saturday,19:00:10,38,40049
585625213,"May 27, 2023",484,Saturday,19:00:14,107,14070
585625233,"May 27, 2023",48,Saturday,19:00:15,62,2330
581422413,"May 27, 2023",-62,Saturday,18:59:39,366,468
581422433,"May 27, 2023",452,Saturday,19:00:19,117,7080
581422443,"May 27, 2023",62,Saturday,19:00:08,102,7010
585625173,"May 27, 2023",775,Saturday,19:00:13,294,7900
585625193,"May 27, 2023",159,Saturday,19:00:01,294,7900
585625203,"May 27, 2023",767,Saturday,19:00:19,163,75409
585625223,"May 27, 2023",499,Saturday,19:00:20,48,6236
585625243,"May 27, 2023",220,Saturday,19:00:07,16,558
585625253,"May 27, 2023",17,Saturday,19:00:18,1,1610
608934263,"May 27, 2023",-52,Saturday,19:00:04,394,59860
608934473,"May 27, 2023",508,Saturday,19:00:14,357,54204
608934773,"May 27, 2023",158,Saturday,19:00:08,37,50140
608935013,"May 27, 2023",390,Saturday,19:00:09,101,46478
608935533,"May 27, 2023",94,Saturday,19:00:01,299,59314
608935833,"May 27, 2023",180,Saturday,19:00:10,234,59310
608936063,"May 27, 2023",67,Saturday,19:00:09,1,46505
55295579,"May 27, 2023",-39,Saturday,19:00:41,52,41908
55295580,"May 27, 2023",164,Saturday,19:00:36,9,1652
55295581,"May 27, 2023",131,Saturday,19:00:36,9,1652
55295582,"May 27, 2023",57,Saturday,19:00:36,9,1652
55295644,"May 27, 2023",204,Saturday,19:00:41,44,1671
55295645,"May 27, 2023",10,Saturday,19:00:42,12,41986
55295646,"May 27, 2023",-17,Saturday,19:00:42,5,41980
55295647,"May 27, 2023",-3,Saturday,19:00:42,5,41980
581645513,"May 27, 2023",-58,Saturday,19:00:09,507,72371
581645663,"May 27, 2023",-225,Saturday,19:00:13,377,70220
581647223,"May 27, 2023",156,Saturday,19:00:14,399,74739
581647233,"May 27, 2023",84,Saturday,19:00:20,1,76305
581647533,"May 27, 2023",101,Saturday,19:00:06,110,74711
581645973,"May 27, 2023",393,Saturday,19:00:12,321,73430
581645983,"May 27, 2023",127,Saturday,19:00:09,39,73054
581646313,"May 27, 2023",-127,Saturday,19:00:10,508,74448
581646323,"May 27, 2023",307,Saturday,19:00:13,69,71870
581646523,"May 27, 2023",-134,Saturday,19:00:14,444,74318
581646663,"May 27, 2023",-44,Saturday,19:00:14,225,82683
585711193,"May 27, 2023",467,Saturday,19:00:20,638,57070
585711203,"May 27, 2023",272,Saturday,19:00:02,307,48870
585711503,"May 27, 2023",-151,Saturday,18:58:14,849,47620
585711513,"May 27, 2023",394,Saturday,19:00:09,356,50755
585711523,"May 27, 2023",80,Saturday,19:00:09,180,60487
608926033,"May 27, 2023",292,Saturday,19:00:05,1,57600
561675793,"May 27, 2023",239,Saturday,19:00:02,389,49290
561675803,"May 27, 2023",117,Saturday,19:00:12,80,58083
573077733,"May 27, 2023",665,Saturday,19:00:06,1,52306
573077743,"May 27, 2023",955,Saturday,19:00:06,224,53503
573071293,"May 27, 2023",196,Saturday,19:00:03,21,57840
573071603,"May 27, 2023",-1382,Saturday,19:00:10,1,57774
608926313,"May 27, 2023",13,Saturday,19:00:06,401,62202
608926563,"May 27, 2023",177,Saturday,19:00:01,72,59842
608926863,"May 27, 2023",29,Saturday,19:00:14,381,57180
553239233,"May 27, 2023",361,Saturday,19:00:05,125,17110
553239393,"May 27, 2023",106,Saturday,19:00:16,45,27051
553239963,"May 27, 2023",32,Saturday,19:00:20,1,38653
553240773,"May 27, 2023",57,Saturday,19:00:14,208,35332
605374203,"May 27, 2023",-303,Saturday,19:00:12,332,51551
605374213,"May 27, 2023",130,Saturday,19:00:13,221,22152
605374223,"May 27, 2023",364,Saturday,19:00:03,15,433
605374933,"May 27, 2023",-85,Saturday,19:00:13,396,1561
605374943,"May 27, 2023",270,Saturday,19:00:13,177,36300
605374953,"May 27, 2023",190,Saturday,19:00:03,97,51581
605374963,"May 27, 2023",54,Saturday,19:00:20,1,52303
562566603,"May 27, 2023",330,Saturday,20:01:02,90,2360
562566613,"May 27, 2023",755,Saturday,20:01:08,44,2090
562562173,"May 27, 2023",137,Saturday,20:01:05,1,11370
562562293,"May 27, 2023",245,Saturday,20:01:13,51,13460
585708493,"May 27, 2023",286,Saturday,20:01:10,1,1215
585708573,"May 27, 2023",118,Saturday,20:01:03,367,640
585709433,"May 27, 2023",-231,Saturday,20:01:18,215,79580
585709893,"May 27, 2023",105,Saturday,20:01:13,68,45301
585705143,"May 27, 2023",555,Saturday,20:01:14,46,46660
608918953,"May 27, 2023",303,Saturday,20:01:01,1,45305
546689593,"May 27, 2023",822,Saturday,20:01:18,50,8641
546689613,"May 27, 2023",811,Saturday,20:01:09,213,31132
571854613,"May 27, 2023",-353,Saturday,20:01:09,291,55681
541094933,"May 27, 2023",-41,Saturday,20:01:11,174,31090
608919893,"May 27, 2023",191,Saturday,20:01:10,426,45732
608919903,"May 27, 2023",370,Saturday,20:01:05,74,45390
546690283,"May 27, 2023",555,Saturday,20:01:16,14,1120
546690663,"May 27, 2023",-53,Saturday,20:01:16,1,12210
497743293,"May 27, 2023",150,Saturday,20:01:20,43,13282
556206923,"May 27, 2023",279,Saturday,20:01:18,144,41060
556206933,"May 27, 2023",173,Saturday,20:01:20,1,400
608709643,"May 27, 2023",609,Saturday,20:01:16,1,60923
556204953,"May 27, 2023",375,Saturday,20:01:05,195,49490
556205003,"May 27, 2023",81,Saturday,20:01:20,487,31818
556205303,"May 27, 2023",-4,Saturday,20:01:18,463,41237
556205313,"May 27, 2023",225,Saturday,20:01:19,158,22190
556205323,"May 27, 2023",200,Saturday,20:01:20,1,37130
540497093,"May 27, 2023",-58,Saturday,20:00:53,1,3037
581131803,"May 27, 2023",158,Saturday,20:01:19,101,45910
581132153,"May 27, 2023",546,Saturday,20:01:10,16,47740
556199443,"May 27, 2023",294,Saturday,20:01:01,320,49758
556199453,"May 27, 2023",184,Saturday,20:01:05,1,52304
581132503,"May 27, 2023",57,Saturday,20:01:04,30,468
585375313,"May 27, 2023",227,Saturday,20:01:11,263,32140
562566633,"May 27, 2023",616,Saturday,20:01:16,80,12010
562567223,"May 27, 2023",2040,Saturday,20:01:01,124,12110
608919933,"May 27, 2023",60,Saturday,20:01:12,1,46479
608919943,"May 27, 2023",118,Saturday,20:01:16,71,60220
559957483,"May 27, 2023",-18,Saturday,20:01:18,68,57461
559958803,"May 27, 2023",63,Saturday,20:01:10,215,80720
561664763,"May 27, 2023",-427,Saturday,19:59:38,407,58145
585709823,"May 27, 2023",364,Saturday,20:01:05,277,80692
561674633,"May 27, 2023",85,Saturday,20:01:16,205,62133
585718833,"May 27, 2023",356,Saturday,20:01:06,1,57453
585719013,"May 27, 2023",629,Saturday,20:01:07,287,62303
608921273,"May 27, 2023",394,Saturday,20:01:14,469,80433
608921293,"May 27, 2023",50,Saturday,20:01:12,168,80890
478042003,"May 27, 2023",42,Saturday,20:01:18,1,80433
540496623,"May 27, 2023",-12,Saturday,20:01:14,217,3190
540497403,"May 27, 2023",762,Saturday,20:01:07,122,3190
540497413,"May 27, 2023",127,Saturday,20:01:08,9,420
540497993,"May 27, 2023",421,Saturday,20:01:03,229,600
540498013,"May 27, 2023",14,Saturday,20:01:14,73,2900
608816003,"May 27, 2023",505,Saturday,20:01:19,80,15201
608816213,"May 27, 2023",108,Saturday,20:01:07,1,22557
572830663,"May 27, 2023",47,Saturday,20:01:12,1,67015
556198333,"May 27, 2023",-53,Saturday,20:01:10,27,531
556198343,"May 27, 2023",8,Saturday,20:01:10,82,24270
407754613,"May 27, 2023",573,Saturday,20:01:14,123,46560
407758583,"May 27, 2023",397,Saturday,20:01:07,711,67037
572832123,"May 27, 2023",271,Saturday,20:01:08,232,79880
407755063,"May 27, 2023",205,Saturday,19:56:48,637,67015
407755073,"May 27, 2023",312,Saturday,20:01:18,293,68474
407755083,"May 27, 2023",226,Saturday,20:01:20,1,73818
597665343,"May 27, 2023",183,Saturday,20:01:05,163,68788
538611573,"May 27, 2023",-339,Saturday,20:01:01,526,66700
547584933,"May 27, 2023",-71,Saturday,20:01:01,469,70190
547584943,"May 27, 2023",241,Saturday,20:01:02,416,25752
547584953,"May 27, 2023",-89,Saturday,20:01:08,241,74440
547584963,"May 27, 2023",-69,Saturday,20:01:12,288,74530
547584973,"May 27, 2023",55,Saturday,20:01:01,1,9575
547584983,"May 27, 2023",51,Saturday,20:01:12,16,85450
548883333,"May 27, 2023",379,Saturday,20:01:05,60,27500
597672283,"May 27, 2023",-82,Saturday,20:01:10,554,67014
597672613,"May 27, 2023",71,Saturday,20:01:12,312,70843
597672873,"May 27, 2023",-188,Saturday,20:01:19,894,64451
556198833,"May 27, 2023",388,Saturday,20:01:02,238,28470
556198873,"May 27, 2023",3,Saturday,20:01:18,33,548
605370853,"May 27, 2023",201,Saturday,20:01:13,82,12890
608720543,"May 27, 2023",106,Saturday,20:01:12,78,40073
608720833,"May 27, 2023",318,Saturday,20:01:18,137,26510
608720843,"May 27, 2023",-36,Saturday,20:01:19,1,29091
535514143,"May 27, 2023",531,Saturday,20:01:09,45,11357
599436953,"May 27, 2023",386,Saturday,20:01:06,159,26885
473804973,"May 27, 2023",371,Saturday,20:01:14,96,14070
553233083,"May 27, 2023",1144,Saturday,20:01:05,171,6870
553233353,"May 27, 2023",228,Saturday,19:59:11,205,17024
583734933,"May 27, 2023",445,Saturday,20:01:11,114,16680
541501663,"May 27, 2023",25,Saturday,20:01:20,1,85251
571958703,"May 27, 2023",-111,Saturday,20:01:03,216,81990
541502253,"May 27, 2023",276,Saturday,20:01:19,199,38850
573162733,"May 27, 2023",79,Saturday,20:01:20,1,35317
562555023,"May 27, 2023",265,Saturday,20:01:05,145,1500
562555043,"May 27, 2023",3,Saturday,20:01:16,1,56151
571604933,"May 27, 2023",357,Saturday,19:56:44,188,45649
571604943,"May 27, 2023",127,Saturday,20:01:18,125,3883
571604953,"May 27, 2023",-179,Saturday,20:01:07,44,3700
571604963,"May 27, 2023",73,Saturday,20:01:16,1,430
616927033,"May 27, 2023",81,Saturday,20:01:16,69,3410
609382213,"May 27, 2023",-26,Saturday,20:01:02,159,25797
609382683,"May 27, 2023",-7,Saturday,20:01:16,103,23925
605370283,"May 27, 2023",237,Saturday,20:01:11,222,480
608623213,"May 27, 2023",615,Saturday,20:01:19,176,558
562570303,"May 27, 2023",402,Saturday,20:01:07,30,29215
562570343,"May 27, 2023",-55,Saturday,20:01:05,1,18085
562570443,"May 27, 2023",33,Saturday,20:01:10,1,18085
562570633,"May 27, 2023",92,Saturday,20:01:17,52,29455
562570673,"May 27, 2023",-222,Saturday,19:57:26,185,10914
585472413,"May 27, 2023",4,Saturday,20:01:05,1,35530
585472793,"May 27, 2023",237,Saturday,20:01:09,204,16520
585472993,"May 27, 2023",-53,Saturday,20:01:15,1,9978
585473743,"May 27, 2023",267,Saturday,20:01:17,52,35660
585474113,"May 27, 2023",51,Saturday,20:01:13,326,37080
585474293,"May 27, 2023",-13,Saturday,20:01:02,168,36890
572992853,"May 27, 2023",69,Saturday,20:01:20,1,8402
572992873,"May 27, 2023",139,Saturday,20:01:20,110,36830
572993413,"May 27, 2023",73,Saturday,20:01:15,93,29253
572993423,"May 27, 2023",120,Saturday,20:01:08,1,10910
572993633,"May 27, 2023",418,Saturday,20:01:10,178,35890
552384353,"May 27, 2023",121,Saturday,20:01:02,1,5492
552384453,"May 27, 2023",555,Saturday,20:01:16,217,5880
608815693,"May 27, 2023",643,Saturday,20:01:03,358,6710
608815823,"May 27, 2023",319,Saturday,20:01:17,211,6400
608815973,"May 27, 2023",120,Saturday,20:01:05,12,619
605246073,"May 27, 2023",-336,Saturday,20:01:07,413,35000
605246473,"May 27, 2023",115,Saturday,20:01:17,123,19922
605246553,"May 27, 2023",-41,Saturday,20:01:01,512,31871
605246563,"May 27, 2023",23,Saturday,20:01:13,302,30480
561770653,"May 27, 2023",-449,Saturday,19:56:26,605,76970
561770673,"May 27, 2023",139,Saturday,20:01:16,174,76820
561771163,"May 27, 2023",-62,Saturday,20:01:17,37,38567
597719833,"May 27, 2023",288,Saturday,20:01:05,346,76310
597720483,"May 27, 2023",-27,Saturday,19:59:05,680,23421
353313333,"May 27, 2023",1424,Saturday,20:01:11,523,790
353313353,"May 27, 2023",304,Saturday,20:01:05,34,660
353313363,"May 27, 2023",242,Saturday,20:01:11,1,81755
353313403,"May 27, 2023",543,Saturday,20:01:03,395,71353
547581933,"May 27, 2023",-121,Saturday,20:01:11,485,905
561762243,"May 27, 2023",-164,Saturday,20:01:14,383,620
561762973,"May 27, 2023",423,Saturday,20:01:12,13,320
561760273,"May 27, 2023",-11,Saturday,19:56:46,523,64566
561760663,"May 27, 2023",122,Saturday,20:01:04,480,8494
474184763,"May 27, 2023",195,Saturday,19:59:48,364,22184
608733423,"May 27, 2023",355,Saturday,20:01:18,98,3740
608733443,"May 27, 2023",115,Saturday,20:01:07,76,21141
608733683,"May 27, 2023",513,Saturday,20:01:13,263,41880
556203013,"May 27, 2023",626,Saturday,20:01:03,206,17510
556203023,"May 27, 2023",572,Saturday,20:01:05,118,18590
556203033,"May 27, 2023",354,Saturday,20:01:03,55,6220
556203043,"May 27, 2023",303,Saturday,20:01:04,1,1530
572988963,"May 27, 2023",-149,Saturday,20:01:10,337,18370
572988973,"May 27, 2023",-108,Saturday,20:01:05,256,7360
572988983,"May 27, 2023",236,Saturday,20:00:55,109,37970
572988993,"May 27, 2023",-5,Saturday,20:01:19,1,10640
534531143,"May 27, 2023",627,Saturday,20:01:17,27,38080
534531403,"May 27, 2023",1068,Saturday,20:01:10,222,38670
534531413,"May 27, 2023",390,Saturday,20:01:12,150,25940
534532313,"May 27, 2023",3,Saturday,20:01:10,1,98780
534532573,"May 27, 2023",156,Saturday,20:01:18,21,10917
534532733,"May 27, 2023",-54,Saturday,20:01:14,160,9147
534532743,"May 27, 2023",199,Saturday,20:01:14,244,82165
534533003,"May 27, 2023",553,Saturday,20:01:02,1,35317
562557303,"May 27, 2023",1316,Saturday,20:01:18,133,8330
562557313,"May 27, 2023",424,Saturday,20:01:16,133,8330
562557323,"May 27, 2023",72,Saturday,20:01:14,46,8110
562558543,"May 27, 2023",492,Saturday,20:01:20,191,8890
562558773,"May 27, 2023",661,Saturday,20:01:18,73,8590
562558783,"May 27, 2023",380,Saturday,20:01:12,1,1085
608611823,"May 27, 2023",200,Saturday,20:01:07,76,10325
608611833,"May 27, 2023",53,Saturday,20:01:18,1,1610
608612083,"May 27, 2023",136,Saturday,20:01:06,80,10190
608612093,"May 27, 2023",-111,Saturday,20:01:09,1,10911
608616253,"May 27, 2023",42,Saturday,20:01:09,80,10190
571963863,"May 27, 2023",154,Saturday,20:01:14,126,39160
605189543,"May 27, 2023",71,Saturday,20:01:12,1,25240
605189623,"May 27, 2023",72,Saturday,20:01:11,124,9133
537948133,"May 27, 2023",-53,Saturday,20:01:13,67,9670
537948143,"May 27, 2023",73,Saturday,20:01:14,1,35317
616789373,"May 27, 2023",2,Saturday,20:01:19,1,9132
616789763,"May 27, 2023",295,Saturday,20:01:14,335,35233
616790353,"May 27, 2023",51,Saturday,20:01:20,133,25790
616790983,"May 27, 2023",35,Saturday,20:01:05,268,10710
572988313,"May 27, 2023",438,Saturday,20:01:12,196,29266
572988323,"May 27, 2023",199,Saturday,20:01:18,147,12340
599429893,"May 27, 2023",123,Saturday,20:01:11,49,2260
599431993,"May 27, 2023",71,Saturday,20:01:12,1,2672
55296569,"May 27, 2023",132,Saturday,20:01:18,21,26698
55296570,"May 27, 2023",-21,Saturday,20:01:18,7,26689
55296571,"May 27, 2023",-77,Saturday,20:01:18,7,26689
55296625,"May 27, 2023",-100,Saturday,20:01:20,33,26665
55296626,"May 27, 2023",-102,Saturday,20:01:20,10,26702
55296627,"May 27, 2023",-104,Saturday,20:01:20,10,26702
55296628,"May 27, 2023",-106,Saturday,20:01:20,10,26702
55296735,"May 27, 2023",-77,Saturday,20:01:20,7,26689
571607673,"May 27, 2023",402,Saturday,20:01:18,47,10916
608609533,"May 27, 2023",138,Saturday,19:59:10,156,11352
608623183,"May 27, 2023",322,Saturday,20:01:18,82,11180
559955973,"May 27, 2023",307,Saturday,20:01:18,327,47412
585706703,"May 27, 2023",95,Saturday,20:01:05,300,60880
478034973,"May 27, 2023",196,Saturday,20:01:20,105,61150
478034983,"May 27, 2023",614,Saturday,20:01:02,1,60921
478034993,"May 27, 2023",69,Saturday,20:01:19,1,60921
497680443,"May 27, 2023",-154,Saturday,19:56:47,235,52800
497911103,"May 27, 2023",346,Saturday,20:01:12,152,60810
497911633,"May 27, 2023",-405,Saturday,20:01:16,180,61243
585715193,"May 27, 2023",100,Saturday,20:01:07,238,61313
608928683,"May 27, 2023",-93,Saturday,20:01:03,118,60790
608928783,"May 27, 2023",54,Saturday,20:01:09,1,80438
347619763,"May 27, 2023",55,Saturday,20:01:08,1,68003
347620183,"May 27, 2023",209,Saturday,20:01:01,162,71331
347620453,"May 27, 2023",136,Saturday,20:01:09,1,71961
347620463,"May 27, 2023",273,Saturday,20:01:14,62,68160
347620813,"May 27, 2023",151,Saturday,20:01:09,187,73391
572838753,"May 27, 2023",-76,Saturday,20:01:03,1,67014
497990763,"May 27, 2023",184,Saturday,20:01:17,300,67939
547537693,"May 27, 2023",64,Saturday,19:56:42,371,67015
608813843,"May 27, 2023",367,Saturday,20:01:18,362,420
608813853,"May 27, 2023",44,Saturday,20:01:05,1,35318
608814343,"May 27, 2023",-377,Saturday,19:59:15,340,40068
608814423,"May 27, 2023",-74,Saturday,20:01:16,187,18120
608814513,"May 27, 2023",-393,Saturday,20:01:18,162,28370
608623403,"May 27, 2023",187,Saturday,20:01:14,157,22820
608623633,"May 27, 2023",362,Saturday,20:00:10,415,26730
608624033,"May 27, 2023",366,Saturday,20:01:01,232,19898
608624263,"May 27, 2023",-311,Saturday,20:01:15,367,575
608624303,"May 27, 2023",187,Saturday,20:01:02,20,31765
608624363,"May 27, 2023",-146,Saturday,20:01:17,1,10328
608624483,"May 27, 2023",387,Saturday,20:01:08,59,431
581418793,"May 27, 2023",366,Saturday,20:01:04,205,2200
581418803,"May 27, 2023",193,Saturday,20:01:07,101,13760
581418813,"May 27, 2023",93,Saturday,20:01:17,1,28680
585625333,"May 27, 2023",-43,Saturday,20:01:17,62,2330
585625363,"May 27, 2023",-18,Saturday,20:01:18,1,1610
581422473,"May 27, 2023",198,Saturday,20:01:20,366,468
581422483,"May 27, 2023",-349,Saturday,20:01:16,329,6176
581422493,"May 27, 2023",320,Saturday,20:01:15,138,7140
581422503,"May 27, 2023",-54,Saturday,20:01:04,109,7040
581422513,"May 27, 2023",12,Saturday,20:01:15,48,75770
581422523,"May 27, 2023",11,Saturday,20:01:16,1,16100
585625273,"May 27, 2023",28,Saturday,19:57:19,393,16103
585625293,"May 27, 2023",198,Saturday,20:01:17,309,75820
585625323,"May 27, 2023",-54,Saturday,20:01:19,163,75409
585625343,"May 27, 2023",152,Saturday,20:01:20,20,575
478043133,"May 27, 2023",385,Saturday,20:01:16,198,58102
478043143,"May 27, 2023",71,Saturday,20:01:12,410,59870
478043153,"May 27, 2023",64,Saturday,20:01:03,323,58112
478043163,"May 27, 2023",-32,Saturday,20:01:19,164,55927
478043223,"May 27, 2023",28,Saturday,20:01:08,1,46505
585721633,"May 27, 2023",-13,Saturday,20:01:17,82,80151
608935283,"May 27, 2023",46,Saturday,20:01:02,492,49290
55295583,"May 27, 2023",-119,Saturday,20:01:23,52,41908
55295584,"May 27, 2023",178,Saturday,20:01:25,9,1652
55295585,"May 27, 2023",81,Saturday,20:01:25,9,1652
55295586,"May 27, 2023",40,Saturday,20:01:25,9,1652
55295648,"May 27, 2023",213,Saturday,20:01:21,44,1671
55295649,"May 27, 2023",40,Saturday,20:01:24,12,41986
55295650,"May 27, 2023",33,Saturday,20:01:24,5,41980
55295651,"May 27, 2023",32,Saturday,20:01:24,5,41980
581645523,"May 27, 2023",356,Saturday,20:01:12,507,72371
581645673,"May 27, 2023",-30,Saturday,20:01:06,382,82480
581647243,"May 27, 2023",-65,Saturday,20:01:09,411,74270
581647553,"May 27, 2023",149,Saturday,20:01:05,131,74714
464129953,"May 27, 2023",-44,Saturday,20:01:16,1,75995
581645993,"May 27, 2023",30,Saturday,20:01:09,391,72307
581646003,"May 27, 2023",73,Saturday,20:01:07,46,68354
581646333,"May 27, 2023",-35,Saturday,20:01:11,508,74448
581646343,"May 27, 2023",168,Saturday,20:01:01,119,72307
581646533,"May 27, 2023",-150,Saturday,20:01:06,449,74320
581646673,"May 27, 2023",-31,Saturday,20:01:01,305,76312
585711523,"May 27, 2023",260,Saturday,19:59:07,856,47646
585711533,"May 27, 2023",89,Saturday,20:01:10,552,53506
585711543,"May 27, 2023",299,Saturday,20:01:19,157,60482
608925033,"May 27, 2023",254,Saturday,20:01:17,666,57120
608925043,"May 27, 2023",140,Saturday,20:01:02,291,48930
587717043,"May 27, 2023",45,Saturday,20:01:16,1,57774
587717373,"May 27, 2023",162,Saturday,20:01:02,1,57600
498108083,"May 27, 2023",406,Saturday,20:00:28,389,49290
498108093,"May 27, 2023",-85,Saturday,20:01:16,97,58084
573077713,"May 27, 2023",122,Saturday,20:01:09,224,53503
541101913,"May 27, 2023",124,Saturday,20:01:05,414,62204
561669213,"May 27, 2023",97,Saturday,20:01:02,250,57290
573071603,"May 27, 2023",287,Saturday,20:01:01,328,57156
608926323,"May 27, 2023",144,Saturday,20:01:12,21,57840
608926573,"May 27, 2023",-1381,Saturday,20:01:09,1,57774
553239263,"May 27, 2023",197,Saturday,20:01:01,31,29455
553240353,"May 27, 2023",-166,Saturday,20:01:09,211,35334
553240853,"May 27, 2023",427,Saturday,20:01:13,120,17100
605374243,"May 27, 2023",325,Saturday,20:01:04,295,52081
605374253,"May 27, 2023",25,Saturday,20:01:02,234,22165
605374263,"May 27, 2023",252,Saturday,20:01:02,23,481
605374973,"May 27, 2023",369,Saturday,20:01:10,396,1561
605374983,"May 27, 2023",-431,Saturday,20:01:11,221,21600
605374993,"May 27, 2023",334,Saturday,20:01:12,97,51581
562566953,"May 27, 2023",147,Saturday,21:01:27,112,2410
562567033,"May 27, 2023",2253,Saturday,21:01:31,90,2360
562562163,"May 27, 2023",169,Saturday,21:01:32,1,11370
562562313,"May 27, 2023",433,Saturday,21:01:28,42,11132
585708363,"May 27, 2023",-162,Saturday,20:57:05,379,691
585709623,"May 27, 2023",188,Saturday,21:01:33,54,46472
585709693,"May 27, 2023",253,Saturday,21:01:20,254,79600
585709713,"May 27, 2023",18,Saturday,21:01:38,15,340
608919013,"May 27, 2023",159,Saturday,21:01:27,1,45305
474186893,"May 27, 2023",81,Saturday,21:01:30,184,56164
571854653,"May 27, 2023",484,Saturday,21:01:28,190,55472
541094943,"May 27, 2023",-34,Saturday,21:01:37,176,31111
573064783,"May 27, 2023",-361,Saturday,20:58:21,469,41780
573064793,"May 27, 2023",-109,Saturday,21:01:14,126,45460
546690303,"May 27, 2023",275,Saturday,21:01:37,30,1190
546690683,"May 27, 2023",-8,Saturday,21:01:34,1,12210
497743313,"May 27, 2023",118,Saturday,21:01:21,48,13283
556198033,"May 27, 2023",69,Saturday,21:01:32,282,53072
556198043,"May 27, 2023",650,Saturday,21:01:32,1,400
608717613,"May 27, 2023",364,Saturday,21:01:27,23,60920
556204973,"May 27, 2023",35,Saturday,21:01:31,497,31850
556205013,"May 27, 2023",69,Saturday,21:01:36,271,49558
556205323,"May 27, 2023",-343,Saturday,20:56:44,491,41248
556205343,"May 27, 2023",140,Saturday,21:01:21,1,37130
540496143,"May 27, 2023",135,Saturday,21:01:29,132,450
540497103,"May 27, 2023",83,Saturday,21:01:34,66,2360
581131823,"May 27, 2023",49,Saturday,21:01:19,116,51870
581132173,"May 27, 2023",323,Saturday,21:01:29,16,47740
561562093,"May 27, 2023",250,Saturday,21:01:34,320,49758
581131473,"May 27, 2023",19,Saturday,21:01:20,1,52304
581132513,"May 27, 2023",909,Saturday,21:01:35,241,49757
581132523,"May 27, 2023",286,Saturday,21:01:35,12,420
562566943,"May 27, 2023",383,Saturday,21:01:23,138,12130
562566963,"May 27, 2023",593,Saturday,21:01:08,42,11730
559957823,"May 27, 2023",225,Saturday,21:01:30,38,99271
559958373,"May 27, 2023",-92,Saturday,21:01:38,475,99252
559959043,"May 27, 2023",68,Saturday,21:01:30,413,79227
585709023,"May 27, 2023",26,Saturday,21:01:34,68,57461
561675183,"May 27, 2023",185,Saturday,21:01:23,97,62100
585718653,"May 27, 2023",357,Saturday,21:01:33,164,60477
608921323,"May 27, 2023",-6,Saturday,21:01:36,530,83784
608921333,"May 27, 2023",-74,Saturday,21:01:31,175,81100
608921343,"May 27, 2023",293,Saturday,21:01:25,125,80438
478042023,"May 27, 2023",94,Saturday,21:01:38,1,80433
540496533,"May 27, 2023",110,Saturday,21:01:29,35,2630
540498033,"May 27, 2023",-41,Saturday,21:01:22,96,2920
587420513,"May 27, 2023",450,Saturday,21:01:27,154,3152
608815993,"May 27, 2023",407,Saturday,21:01:20,85,15211
608816013,"May 27, 2023",387,Saturday,21:01:28,1,22557
572839993,"May 27, 2023",57,Saturday,21:01:37,1,67015
556198353,"May 27, 2023",27,Saturday,21:01:26,87,24290
556206203,"May 27, 2023",132,Saturday,21:01:23,12,619
407754623,"May 27, 2023",533,Saturday,21:01:20,132,46600
407758593,"May 27, 2023",281,Saturday,21:01:21,794,84309
572832073,"May 27, 2023",380,Saturday,21:01:34,218,79868
407755083,"May 27, 2023",679,Saturday,20:59:05,637,67015
407755093,"May 27, 2023",262,Saturday,21:01:28,332,68611
407755103,"May 27, 2023",95,Saturday,21:01:33,1,73818
597665263,"May 27, 2023",862,Saturday,21:01:37,151,68780
547584993,"May 27, 2023",-74,Saturday,21:01:24,292,74540
547585013,"May 27, 2023",-327,Saturday,20:58:01,496,74078
547585023,"May 27, 2023",112,Saturday,21:01:31,228,74420
547585033,"May 27, 2023",-41,Saturday,21:01:27,7,10917
547585043,"May 27, 2023",90,Saturday,21:00:32,16,85450
548883353,"May 27, 2023",185,Saturday,21:01:32,74,27530
597672753,"May 27, 2023",110,Saturday,21:01:33,537,65325
597672813,"May 27, 2023",-26,Saturday,21:01:35,354,68597
556198733,"May 27, 2023",867,Saturday,21:01:35,178,6340
605370113,"May 27, 2023",171,Saturday,21:01:34,86,1540
605371013,"May 27, 2023",434,Saturday,21:01:25,68,12991
608720563,"May 27, 2023",-108,Saturday,21:01:31,130,18170
608720853,"May 27, 2023",101,Saturday,21:01:26,164,18630
608720863,"May 27, 2023",-33,Saturday,21:01:31,1,29091
535514153,"May 27, 2023",630,Saturday,21:01:37,284,13910
535514163,"May 27, 2023",140,Saturday,21:01:29,103,26369
599436973,"May 27, 2023",524,Saturday,21:01:35,152,26860
